clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,uri,alternative_matches
bones,bones,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
bones and nerves,bones and nerves,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
booster shots,booster shots,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
botulinum toxin,botulinum toxin,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
boys,boys,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
brace,brace,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
brain,brain,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
brain cells,brain cells,C1855398,OMIM,C1855398,Nerve cells show ballooning with membrane-bound vesicles with reticulogranular pattern,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C1855398,"[{""ontology_id"": ""C5696791"", ""ontology"": ""CPT"", ""score"": 0.8}, {""ontology_id"": ""C1113654"", ""ontology"": ""MSH"", ""score"": 0.6}, {""ontology_id"": ""C1882070"", ""ontology"": ""NCI"", ""score"": 0.6}]"
branch of the artery,branch of the artery,C0816100,FMA,C0816100,Branch of arterial anastomosis,0.6,Sign or Symptom,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0816100,"[{""ontology_id"": ""C0924708"", ""ontology"": ""FMA"", ""score"": 0.6}, {""ontology_id"": ""C1185372"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1185381"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
breast,breast,C0929301,MTH,C0929301,Mammary gland,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0929301,"[{""ontology_id"": ""C0222604"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1457870"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0222640"", ""ontology"": ""SNOMEDCT_VET"", ""score"": 0.8}]"
breast cancer,breast cancer,C0007102,MTH,C0007102,Malignant tumor of colon,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0007102,"[{""ontology_id"": ""C0496836"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0007847"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0153504"", ""ontology"": ""MTH"", ""score"": 0.8}]"
breast cancer cells,breast cancer cells,UNKNOWN:BREAST C,UNKNOWN,,breast cancer cells,0.0,Medical Concept,fallback,,[]
breathing,breathing,C0035203,MTH,C0035203,Respiration,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0035203,"[{""ontology_id"": ""C0282636"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0035204"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0231837"", ""ontology"": ""MTH"", ""score"": 0.8}]"
breathing difficulties,breathing difficulties,C0476273,MTH,C0476273,Respiratory distress,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0476273,"[{""ontology_id"": ""C0035222"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0035220"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0748355"", ""ontology"": ""MTH"", ""score"": 0.8}]"
bridge,bridge,C0458517,SNOMEDCT_US,C0458517,Laryngeal skeletal structure,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0458517,"[{""ontology_id"": ""C1282024"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C4517344"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0242692"", ""ontology"": ""MTH"", ""score"": 0.6}]"
broken pieces of bone,broken pieces of bone,C0016658,MTH,C0016658,Fracture,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0016658,"[{""ontology_id"": ""C0339848"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0396137"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C5421762"", ""ontology"": ""HPO"", ""score"": 0.6}]"
broken rib,broken rib,C0035522,MTH,C0035522,Rib Fractures,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0035522,"[{""ontology_id"": ""C0748416"", ""ontology"": ""CHV"", ""score"": 0.8}, {""ontology_id"": ""C5983374"", ""ontology"": ""MDR"", ""score"": 0.8}, {""ontology_id"": ""C0435750"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
bronchiolitis,bronchiolitis,C1273849,MTH,C1273849,Infectious Disease Medicine,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C1273849,"[{""ontology_id"": ""C0178238"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0275544"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0700432"", ""ontology"": ""MTH"", ""score"": 0.8}]"
bronchitis,bronchitis,C0729531,SNOMEDCT_US,C0729531,Viral respiratory infection,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0729531,"[{""ontology_id"": ""C0729546"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0729518"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0497355"", ""ontology"": ""ICPC2EENG"", ""score"": 0.8}]"
brownish discharge,brownish discharge,C0578503,MTH,C0578503,Abnormal vaginal bleeding,0.8,Sign or Symptom,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0578503,"[{""ontology_id"": ""C0566965"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0566963"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0566964"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}]"
bruise,bruise,C0241065,CHV,C0241065,brown skin discoloration,0.8,Sign or Symptom,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0241065,"[{""ontology_id"": ""C0743783"", ""ontology"": ""CHV"", ""score"": 0.8}, {""ontology_id"": ""C4727924"", ""ontology"": ""MDR"", ""score"": 0.8}, {""ontology_id"": ""C5233026"", ""ontology"": ""OMIM"", ""score"": 0.8}]"
bruise and bleed easily,bruise and bleed easily,C3641106,NCI,C3641106,Congenital Bleeding Disorder,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C3641106,"[{""ontology_id"": ""C4750854"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C5935577"", ""ontology"": ""OMIM"", ""score"": 0.8}, {""ontology_id"": ""C5681605"", ""ontology"": ""ORPHANET"", ""score"": 0.8}]"
bruise easily,bruise easily,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
bruises continue to appear for no reason,bruises continue to appear for no reason,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
bulbs,bulbs,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
bulged eyes,bulged eyes,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
bulimia,bulimia,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
burn,burn,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
burning or pain during urination,burning or pain during urination,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
burning sensation,burning sensation,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
burns,burns,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
burst,burst,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
caffeine,caffeine,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
café au lait spots,café au lait spots,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
calamine,calamine,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
calcium,calcium,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
calcium and phosphate in the tooth's enamel,calcium and phosphate in the tooth's enamel,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
calcium channel blockers,calcium channel blockers,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
calculus,calculus,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cameras,cameras,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cancer,cancer,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cancer cells,cancer cells,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cancer of the large intestine (colon),cancer of the large intestine (colon),C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cancer of the penis,cancer of the penis,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cancer of the vulva,cancer of the vulva,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cancerous,cancerous,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cancerous cells,cancerous cells,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cancerous tumors,cancerous tumors,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
capillaries,capillaries,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cardiologist,cardiologist,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
cardiomyopathy,cardiomyopathy,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
