:ID,name,labels,ontology_id,ontology_name,semantic_type,induced_concept,original_node,uri
chromosome abnormalities,chromosome abnormalities,Entity,C5958835,NCI,Medical Concept,medical concept,chromosome abnormalities,
chromosomes,chromosomes,Entity,C5958835,NCI,Medical Concept,medical concept,chromosomes,
chronic ear drainage,chronic ear drainage,Entity,C5958835,NCI,Medical Concept,medical concept,chronic ear drainage,
chronic middle ear infection,chronic middle ear infection,Entity,C5958835,NCI,Medical Concept,medical concept,chronic middle ear infection,
chronic pyelonephritis,chronic pyelonephritis,Entity,C5958835,NCI,Medical Concept,medical concept,chronic pyelonephritis,
cigarette,cigarette,Entity,C5958835,NCI,Medical Concept,medical concept,cigarette,
circulatory system,circulatory system,Entity,C5958835,NCI,Medical Concept,medical concept,circulatory system,
cirrhosis,cirrhosis,Entity,C5958835,NCI,Medical Concept,medical concept,cirrhosis,
cirrhosis of the liver,cirrhosis of the liver,Entity,C5958835,NCI,Medical Concept,medical concept,cirrhosis of the liver,
cloudy discharge from the vagina,cloudy discharge from the vagina,Entity,C5958835,NCI,Medical Concept,medical concept,cloudy discharge from the vagina,
clubfoot,clubfoot,Entity,C5958835,NCI,Medical Concept,medical concept,clubfoot,
coach,coach,Entity,C1546517,MTH,Medical Concept,"trainer, instructor, educator, health professional",coach,
coal dust,coal dust,Entity,C0598697,NCI,Medical Concept,"hazard, pollutant, occupational risk, respiratory irritant",coal dust,
cognitive-behavioral therapy,cognitive-behavioral therapy,Entity,C1705169,MTH,Therapeutic or Preventive Procedure,"treatment, psychotherapy, behavioral modification, mental health intervention",cognitive-behavioral therapy,
cold,cold,Entity,C0039476,MTH,Disease or Syndrome,"temperature, weather condition, illness, viral infection",cold,
collagen,collagen,Entity,C0033684,MTH,Medical Concept,"protein, tissue component, connective tissue, skin constituent",collagen,
colon,colon,Entity,C0178784,MTH,Medical Concept,"organ, digestive system part, intestine, large intestine",colon,
colon cancer,colon cancer,Entity,C0012634,MTH,Disease or Syndrome,"disease, malignancy, tumor, colorectal neoplasm",colon cancer,
colonoscopy,colonoscopy,Entity,C0199171,MTH,Therapeutic or Preventive Procedure,"medical procedure, diagnostic test, endoscopic examination, bowel visualization",colonoscopy,
colostomy,colostomy,Entity,C2105141,MEDCIN,Medical Concept,"surgical condition, ostomy, intestinal diversion, fecal management device",colostomy,
common cold virus,common cold virus,Entity,C0450254,MTH,Medical Concept,"pathogen, microorganism, viral agent, respiratory tract invader",common cold virus,
complete obstruction,complete obstruction,Entity,C2237319,MTH,Medical Concept,"blockage, occlusion, bowel impaction, intestinal stenosis",complete obstruction,
computer,computer,Entity,C1550509,MTH,Medical Concept,"device, machine, electronic equipment, information technology tool",computer,
condition,condition,Entity,C1442792,MTH,Medical Concept,"state, status, health condition, medical diagnosis",condition,
confined,confined,Entity,C0443288,MTH,Medical Concept,"restricted, limited, enclosed, physically restricted",confined,
confusion,confusion,Entity,C0278060,MTH,Medical Concept,"mental state, cognitive impairment, disorientation, altered mental status",confusion,
congenital heart defects,congenital heart defects,Entity,C4728212,MDR,Disease or Syndrome,"birth defect, congenital anomaly, cardiac malformation, heart disease",congenital heart defects,
congenital heart disease,congenital heart disease,Entity,C0012634,MTH,Disease or Syndrome,"disease, condition, birth defect, cardiovascular disorder",congenital heart disease,
constipation,constipation,Entity,C5958835,NCI,Medical Concept,medical concept,constipation,
contamination,contamination,Entity,C5958835,NCI,Medical Concept,medical concept,contamination,
contrast medium,contrast medium,Entity,C5958835,NCI,Medical Concept,medical concept,contrast medium,
conventional treatments,conventional treatments,Entity,C5958835,NCI,Medical Concept,medical concept,conventional treatments,
cool water,cool water,Entity,C5958835,NCI,Medical Concept,medical concept,cool water,
copperhead,copperhead,Entity,C5958835,NCI,Medical Concept,medical concept,copperhead,
coral snake,coral snake,Entity,C5958835,NCI,Medical Concept,medical concept,coral snake,
cornea,cornea,Entity,C5958835,NCI,Medical Concept,medical concept,cornea,
cornea and lens of the eye,cornea and lens of the eye,Entity,C5958835,NCI,Medical Concept,medical concept,cornea and lens of the eye,
corneal refractive therapy,corneal refractive therapy,Entity,C5958835,NCI,Medical Concept,medical concept,corneal refractive therapy,
coronary angioplasty,coronary angioplasty,Entity,C5958835,NCI,Medical Concept,medical concept,coronary angioplasty,
coronary artery,coronary artery,Entity,C5958835,NCI,Medical Concept,medical concept,coronary artery,
coronary artery disease,coronary artery disease,Entity,C5958835,NCI,Medical Concept,medical concept,coronary artery disease,
coronavirus family,coronavirus family,Entity,C5958835,NCI,Medical Concept,medical concept,coronavirus family,
corticosteroid,corticosteroid,Entity,C5958835,NCI,Medical Concept,medical concept,corticosteroid,
corticosteroid drug,corticosteroid drug,Entity,C5958835,NCI,Medical Concept,medical concept,corticosteroid drug,
corticosteroid drugs,corticosteroid drugs,Entity,C5958835,NCI,Medical Concept,medical concept,corticosteroid drugs,
corticosteroid hormones,corticosteroid hormones,Entity,C5958835,NCI,Medical Concept,medical concept,corticosteroid hormones,
cortisol,cortisol,Entity,C5958835,NCI,Medical Concept,medical concept,cortisol,
cottonmouth,cottonmouth,Entity,C5958835,NCI,Medical Concept,medical concept,cottonmouth,
cottonmouth and copperhead snakes,cottonmouth and copperhead snakes,Entity,C5958835,NCI,Medical Concept,medical concept,cottonmouth and copperhead snakes,
cough,cough,Entity,C5958835,NCI,Medical Concept,medical concept,cough,
cough suppressants,cough suppressants,Entity,C5958835,NCI,Medical Concept,medical concept,cough suppressants,
couple,couple,Entity,C5958835,NCI,Medical Concept,medical concept,couple,
crackers,crackers,Entity,C5958835,NCI,Medical Concept,medical concept,crackers,
crib,crib,Entity,C0016858,MSH,Pharmacologic Substance,"furniture, baby equipment, sleeping place, nursery item",crib,
croup,croup,Entity,C4062804,NANDA-I,Disease or Syndrome,"respiratory condition, laryngitis, pediatric illness, viral infection",croup,
cutaneous anthrax,cutaneous anthrax,Entity,C1274184,MTH,Disease or Syndrome,"skin disease, bacterial infection, cutaneous condition, zoonotic disease",cutaneous anthrax,
cysts,cysts,Entity,C0262361,HPO,Medical Concept,"abnormal growths, fluid-filled sacs, benign tumors, reproductive system anomalies",cysts,
damage to the kidneys,damage to the kidneys,Entity,C1699743,MTH,Disease or Syndrome,"renal injury, kidney damage, nephropathy, urological disorder",damage to the kidneys,
damaged hip joint,damaged hip joint,Entity,C4699660,LNC,Disease or Syndrome,"orthopedic condition, musculoskeletal disorder, hip pain, arthritis",damaged hip joint,
damaged joints,damaged joints,Entity,C1699209,MTH,Sign or Symptom,"musculoskeletal injury, orthopedic condition, joint pain, arthritis",damaged joints,
danger,danger,Entity,C0035648,MTH,Sign or Symptom,"risk factor, hazard, threat, warning sign",danger,
darkened,darkened,Entity,C0241065,CHV,Sign or Symptom,"skin discoloration, pigmentation change, skin lesion, melanoma symptom",darkened,
daughter,daughter,Entity,C0870604,MTH,Medical Concept,"female child, offspring, family member, relative",daughter,
daylight,daylight,Entity,C4718536,NOC,Medical Concept,"natural light, illumination, visibility, outdoor condition",daylight,
deafness,deafness,Entity,C3887873,MTH,Disease or Syndrome,"hearing loss, auditory disorder, sensorineural hearing loss, conductive hearing loss",deafness,
deaths from heart disease,deaths from heart disease,Entity,C5784465,NCI,Disease or Syndrome,"cardiovascular mortality, coronary artery disease, heart attack, cardiac arrest",deaths from heart disease,
decay or injury,decay or injury,Entity,C0010957,MTH,Medical Concept,"tissue damage, wound, trauma, soft tissue injury",decay or injury,
deep vein thrombosis,deep vein thrombosis,Entity,C1264027,SNOMEDCT_US,Disease or Syndrome,"blood clot disorder, venous thromboembolism, cardiovascular condition, pulmonary embolism risk factor",deep vein thrombosis,
defect in the way the brain processes information that relates to numbers,defect in the way the brain processes information that relates to numbers,Entity,UNKNOWN:DEFECT I,UNKNOWN,Disease or Syndrome,"mathematical disability, learning disorder, cognitive impairment, developmental delay",defect in the way the brain processes information that relates to numbers,
defects in the number or structure of chromosomes,defects in the number or structure of chromosomes,Entity,C5958835,NCI,Medical Concept,medical concept,defects in the number or structure of chromosomes,
delivery,delivery,Entity,C5958835,NCI,Medical Concept,medical concept,delivery,
delusional disorder,delusional disorder,Entity,C5958835,NCI,Medical Concept,medical concept,delusional disorder,
delusions,delusions,Entity,C5958835,NCI,Medical Concept,medical concept,delusions,
delusions and hallucinations,delusions and hallucinations,Entity,C5958835,NCI,Medical Concept,medical concept,delusions and hallucinations,
dental implant,dental implant,Entity,C5958835,NCI,Medical Concept,medical concept,dental implant,
dentist,dentist,Entity,C5958835,NCI,Medical Concept,medical concept,dentist,
depressed,depressed,Entity,C5958835,NCI,Medical Concept,medical concept,depressed,
derivatives of opium,derivatives of opium,Entity,C5958835,NCI,Medical Concept,medical concept,derivatives of opium,
dermatitis,dermatitis,Entity,C5958835,NCI,Medical Concept,medical concept,dermatitis,
despair,despair,Entity,C5958835,NCI,Medical Concept,medical concept,despair,
detecting polyps,detecting polyps,Entity,C5958835,NCI,Medical Concept,medical concept,detecting polyps,
determine,determine,Entity,C5958835,NCI,Medical Concept,medical concept,determine,
developing esophageal varices,developing esophageal varices,Entity,C5958835,NCI,Medical Concept,medical concept,developing esophageal varices,
diabetes,diabetes,Entity,C5958835,NCI,Medical Concept,medical concept,diabetes,
diabetic retinopathy,diabetic retinopathy,Entity,C5958835,NCI,Medical Concept,medical concept,diabetic retinopathy,
diaphragm,diaphragm,Entity,C5958835,NCI,Medical Concept,medical concept,diaphragm,
diaphragmatic hernia,diaphragmatic hernia,Entity,C5958835,NCI,Medical Concept,medical concept,diaphragmatic hernia,
diazepam,diazepam,Entity,C5958835,NCI,Medical Concept,medical concept,diazepam,
diet,diet,Entity,C5958835,NCI,Medical Concept,medical concept,diet,
dietary supplements,dietary supplements,Entity,C5958835,NCI,Medical Concept,medical concept,dietary supplements,
diets that eliminate,diets that eliminate,Entity,C5958835,NCI,Medical Concept,medical concept,diets that eliminate,
difficulty breathing,difficulty breathing,Entity,C5958835,NCI,Medical Concept,medical concept,difficulty breathing,
difficulty concentrating,difficulty concentrating,Entity,C5958835,NCI,Medical Concept,medical concept,difficulty concentrating,
difficulty swallowing,difficulty swallowing,Entity,C2707308,MTH,Disease or Syndrome,"swallowing disorder, dysphagia, eating difficulty, oral intake impairment",difficulty swallowing,
digestive tract,digestive tract,Entity,C1400687,ICPC2ICD10ENG,Medical Concept,"alimentary canal, gastrointestinal tract, gut, digestive pathway",digestive tract,
diphtheria,diphtheria,Entity,C0004623,MTH,Disease or Syndrome,"bacterial infection, respiratory disease, toxin-producing bacteria, Corynebacterium diphtheriae",diphtheria,
discomfort or pain in the lower abdomen,discomfort or pain in the lower abdomen,Entity,C0000737,MTH,Sign or Symptom,"abdominal pain, pelvic discomfort, lower gastrointestinal distress, peritoneal irritation",discomfort or pain in the lower abdomen,
disorder of the nerves and bones in the neck,disorder of the nerves and bones in the neck,Entity,C1290145,MTH,Disease or Syndrome,"cervical spine disorder, neck injury, spinal cord damage, radiculopathy",disorder of the nerves and bones in the neck,
disorders,disorders,Entity,C4763997,NCI,Disease or Syndrome,"medical conditions, illnesses, diseases, health problems",disorders,
disproportion,disproportion,Entity,C5848678,MTH,Medical Concept,"imbalance, inequality, mismatch, asymmetry",disproportion,
dissecting aneurysm,dissecting aneurysm,Entity,C2676285,MSH,Sign or Symptom,"arterial rupture, blood vessel tear, aortic dissection, vascular injury",dissecting aneurysm,
diverticulitis,diverticulitis,Entity,C0021390,MTH,Disease or Syndrome,"inflammatory bowel disease, gastrointestinal infection, diverticular inflammation, colon disorder",diverticulitis,
divided,divided,Entity,C4721417,MTH,Medical Concept,"separated, split, fragmented, bifurcated",divided,
dizziness,dizziness,Entity,C0220870,MTH,Medical Concept,"lightheadedness, vertigo, balance disturbance, equilibrium impairment",dizziness,
dizzy,dizzy,Entity,C0220870,MTH,Medical Concept,"lightheaded, disoriented, unsteady, off-balance",dizzy,
